Common Name,Systematic Name
YDL009C,YDL009C
YDL011C,YDL011C
YDL012C,YDL012C
YDL016C,YDL016C
YDL022C-A,YDL022C-A
YDL023C,YDL023C
YDL025W-A,YDL025W-A
YDL026W,YDL026W
YDL027C,YDL027C
YDL032W,YDL032W
YDL034W,YDL034W
YDL041W,YDL041W
YDL050C,YDL050C
YDL057W,YDL057W
YDL062W,YDL062W
YDL068W,YDL068W
YDL071C,YDL071C
YDL073W,YDL073W
YDL085C-A,YDL085C-A
YDL086C-A,YDL086C-A
YDL086W,YDL086W
YDL094C,YDL094C
YDL096C,YDL096C
YDL109C,YDL109C
YDL114W,YDL114W
YDL114W-A,YDL114W-A
YDL118W,YDL118W
YDL119C,YDL119C
YDL121C,YDL121C
YDL124W,YDL124W
YDL129W,YDL129W
YDL144C,YDL144C
YDL152W,YDL152W
YDL157C,YDL157C
YDL158C,YDL158C
YDL159C-B,YDL159C-B
YDL159W-A,YDL159W-A
YDL162C,YDL162C
YDL163W,YDL163W
YDL172C,YDL172C
YDL176W,YDL176W
YDL177C,YDL177C
YDL180W,YDL180W
YDL183C,YDL183C
YDL185C-A,YDL185C-A
YDL186W,YDL186W
YDL187C,YDL187C
YDL196W,YDL196W
YDL199C,YDL199C
YDL206W,YDL206W
YDL211C,YDL211C
YDL218W,YDL218W
YDL221W,YDL221W
YDL228C,YDL228C
YDL240C-A,YDL240C-A
YDL241W,YDL241W
YDL242W,YDL242W
YDL247W-A,YDL247W-A
YDR003W-A,YDR003W-A
YDR008C,YDR008C
YDR010C,YDR010C
YDR015C,YDR015C
YDR018C,YDR018C
YDR029W,YDR029W
YDR034C-A,YDR034C-A
YDR034C-C,YDR034C-C
YDR034C-D,YDR034C-D
YDR034W-B,YDR034W-B
YDR042C,YDR042C
YDR048C,YDR048C
YDR053W,YDR053W
YDR056C,YDR056C
YDR061W,YDR061W
YDR089W,YDR089W
YDR090C,YDR090C
YDR094W,YDR094W
YDR095C,YDR095C
YDR098C-A,YDR098C-A
YDR098C-B,YDR098C-B
YDR102C,YDR102C
YDR109C,YDR109C
YDR112W,YDR112W
YDR114C,YDR114C
YDR115W,YDR115W
YDR118W-A,YDR118W-A
YDR124W,YDR124W
YDR131C,YDR131C
YDR132C,YDR132C
YDR133C,YDR133C
YDR149C,YDR149C
YDR154C,YDR154C
YDR157W,YDR157W
YDR161W,YDR161W
YDR169C-A,YDR169C-A
YDR170W-A,YDR170W-A
YDR179W-A,YDR179W-A
YDR182W-A,YDR182W-A
YDR183C-A,YDR183C-A
YDR186C,YDR186C
YDR187C,YDR187C
YDR193W,YDR193W
YDR194W-A,YDR194W-A
YDR199W,YDR199W
YDR203W,YDR203W
YDR209C,YDR209C
YDR210C-C,YDR210C-C
YDR210C-D,YDR210C-D
YDR210W,YDR210W
YDR210W-A,YDR210W-A
YDR210W-B,YDR210W-B
YDR215C,YDR215C
YDR220C,YDR220C
YDR222W,YDR222W
YDR230W,YDR230W
YDR239C,YDR239C
YDR246W-A,YDR246W-A
YDR248C,YDR248C
YDR249C,YDR249C
YDR250C,YDR250C
YDR261C-C,YDR261C-C
YDR261C-D,YDR261C-D
YDR261W-A,YDR261W-A
YDR261W-B,YDR261W-B
YDR262W,YDR262W
YDR269C,YDR269C
YDR271C,YDR271C
YDR274C,YDR274C
YDR278C,YDR278C
YDR282C,YDR282C
YDR286C,YDR286C
YDR290W,YDR290W
YDR306C,YDR306C
YDR316W-A,YDR316W-A
YDR316W-B,YDR316W-B
YDR320W-B,YDR320W-B
YDR327W,YDR327W
YDR336W,YDR336W
YDR338C,YDR338C
YDR340W,YDR340W
YDR341C,YDR341C
YDR344C,YDR344C
YDR354C-A,YDR354C-A
YDR355C,YDR355C
YDR360W,YDR360W
YDR365W-A,YDR365W-A
YDR365W-B,YDR365W-B
YDR366C,YDR366C
YDR371C-A,YDR371C-A
YDR374C,YDR374C
YDR379C-A,YDR379C-A
YDR381C-A,YDR381C-A
YDR387C,YDR387C
YDR391C,YDR391C
YDR396W,YDR396W
YDR401W,YDR401W
YDR406W-A,YDR406W-A
YDR413C,YDR413C
YDR415C,YDR415C
YDR417C,YDR417C
YDR426C,YDR426C
YDR431W,YDR431W
YDR433W,YDR433W
YDR442W,YDR442W
YDR444W,YDR444W
YDR445C,YDR445C
YDR455C,YDR455C
YDR461C-A,YDR461C-A
YDR464C-A,YDR464C-A
YDR467C,YDR467C
YDR476C,YDR476C
YDR491C,YDR491C
YDR509W,YDR509W
YDR510C-A,YDR510C-A
YDR514C,YDR514C
YDR521W,YDR521W
YDR524C-A,YDR524C-A
YDR524C-B,YDR524C-B
YDR524W-C,YDR524W-C
YDR526C,YDR526C
YDR535C,YDR535C
YDR537C,YDR537C
YDR541C,YDR541C
YDR543C,YDR543C
YDR544C,YDR544C
YDR545C-A,YDR545C-A
YEA4,YEL004W
YEA6,YEL006W
YEF1,YEL041W
YEF3,YLR249W
YEH1,YLL012W
YEH2,YLR020C
YEL008C-A,YEL008C-A
YEL008W,YEL008W
YEL009C-A,YEL009C-A
YEL010W,YEL010W
YEL014C,YEL014C
YEL018C-A,YEL018C-A
YEL020C,YEL020C
YEL020C-B,YEL020C-B
YEL023C,YEL023C
YEL025C,YEL025C
YEL028W,YEL028W
YEL030C-A,YEL030C-A
YEL032C-A,YEL032C-A
YEL034C-A,YEL034C-A
YEL043W,YEL043W
YEL045C,YEL045C
YEL050W-A,YEL050W-A
YEL053W-A,YEL053W-A
YEL057C,YEL057C
YEL059W,YEL059W
YEL067C,YEL067C
YEL068C,YEL068C
YEL073C,YEL073C
YEL074W,YEL074W
YEL075C,YEL075C
YEL075W-A,YEL075W-A
YEL076C,YEL076C
YEL076C-A,YEL076C-A
YEL077C,YEL077C
YEL077W-A,YEL077W-A
YEL1,YBL060W
YEN1,YER041W
YER006C-A,YER006C-A
YER010C,YER010C
YER023C-A,YER023C-A
YER034W,YER034W
YER038W-A,YER038W-A
YER039C-A,YER039C-A
YER046W-A,YER046W-A
YER053C-A,YER053C-A
YER066C-A,YER066C-A
YER067C-A,YER067C-A
YER068C-A,YER068C-A
YER076C,YER076C
YER076W-A,YER076W-A
YER077C,YER077C
YER078W-A,YER078W-A
YER079C-A,YER079C-A
YER079W,YER079W
YER084W,YER084W
YER084W-A,YER084W-A
YER085C,YER085C
YER087C-A,YER087C-A
YER088C-A,YER088C-A
YER088W-B,YER088W-B
YER090C-A,YER090C-A
YER091C-A,YER091C-A
YER097W,YER097W
YER107W-A,YER107W-A
YER119C-A,YER119C-A
YER121W,YER121W
YER130C,YER130C
YER133W-A,YER133W-A
YER134C,YER134C
YER135C,YER135C
YER137C,YER137C
YER137C-A,YER137C-A
YER137W-A,YER137W-A
YER138C,YER138C
YER138W-A,YER138W-A
YER145C-A,YER145C-A
YER147C-A,YER147C-A
YER148W-A,YER148W-A
YER152C,YER152C
YER152W-A,YER152W-A
YER156C,YER156C
YER158C,YER158C
YER158W-A,YER158W-A
YER159C-A,YER159C-A
YER160C,YER160C
YER165C-A,YER165C-A
YER172C-A,YER172C-A
YER175W-A,YER175W-A
YER181C,YER181C
YER184C,YER184C
YER186C,YER186C
YER187W,YER187W
YER188C-A,YER188C-A
YER188W,YER188W
YER189W,YER189W
YER190C-A,YER190C-A
YER190C-B,YER190C-B
YET1,YKL065C
YET2,YMR040W
YET3,YDL072C
YFH1,YDL120W
YFH7,YFR007W
YFL002W-A,YFL002W-A
YFL002W-B,YFL002W-B
YFL012W,YFL012W
YFL012W-A,YFL012W-A
YFL013W-A,YFL013W-A
YFL015C,YFL015C
YFL015W-A,YFL015W-A
YFL019C,YFL019C
YFL021C-A,YFL021C-A
YFL031C-A,YFL031C-A
YFL032W,YFL032W
YFL034W,YFL034W
YFL040W,YFL040W
YFL041W-A,YFL041W-A
YFL042C,YFL042C
YFL051C,YFL051C
YFL052W,YFL052W
YFL054C,YFL054C
YFL063W,YFL063W
YFL064C,YFL064C
YFL065C,YFL065C
YFL066C,YFL066C
YFL067W,YFL067W
YFL068W,YFL068W
YFR006W,YFR006W
YFR009W-A,YFR009W-A
YFR010W-A,YFR010W-A
YFR012W-A,YFR012W-A
YFR016C,YFR016C
YFR018C,YFR018C
YFR020W,YFR020W
YFR032C-B,YFR032C-B
YFR034W-A,YFR034W-A
YFR035C,YFR035C
YFR036W-A,YFR036W-A
YFR039C,YFR039C
YFR045W,YFR045W
YFR052C-A,YFR052C-A
YFR054C,YFR054C
YFR056C,YFR056C
YFR057W,YFR057W
YFT2,YDR319C
YGK3,YOL128C
YGL006W-A,YGL006W-A
YGL007C-A,YGL007C-A
YGL007W,YGL007W
YGL010W,YGL010W
YGL014C-A,YGL014C-A
YGL015C,YGL015C
YGL024W,YGL024W
YGL034C,YGL034C
YGL036W,YGL036W
YGL039W,YGL039W
YGL041C,YGL041C
YGL041C-B,YGL041C-B
YGL041W-A,YGL041W-A
YGL042C,YGL042C
YGL052W,YGL052W
YGL063C-A,YGL063C-A
YGL069C,YGL069C
YGL072C,YGL072C
YGL074C,YGL074C
YGL081W,YGL081W
YGL082W,YGL082W
YGL088W,YGL088W
YGL101W,YGL101W
YGL102C,YGL102C
YGL108C,YGL108C
YGL109W,YGL109W
YGL114W,YGL114W
YGL117W,YGL117W
YGL118C,YGL118C
YGL123C-A,YGL123C-A
YGL132W,YGL132W
YGL138C,YGL138C
YGL140C,YGL140C
YGL149W,YGL149W
YGL152C,YGL152C
YGL159W,YGL159W
YGL165C,YGL165C
YGL176C,YGL176C
YGL177W,YGL177W
YGL182C,YGL182C
YGL185C,YGL185C
YGL188C,YGL188C
YGL188C-A,YGL188C-A
YGL193C,YGL193C
YGL194C-A,YGL194C-A
YGL199C,YGL199C
YGL204C,YGL204C
YGL214W,YGL214W
YGL217C,YGL217C
YGL218W,YGL218W
YGL230C,YGL230C
YGL235W,YGL235W
YGL239C,YGL239C
YGL242C,YGL242C
YGL258W-A,YGL258W-A
YGL260W,YGL260W
YGL262W,YGL262W
YGP1,YNL160W
YGR001C,YGR001C
YGR011W,YGR011W
YGR012W,YGR012W
YGR015C,YGR015C
YGR016W,YGR016W
YGR017W,YGR017W
YGR018C,YGR018C
YGR021W,YGR021W
YGR022C,YGR022C
YGR025W,YGR025W
YGR026W,YGR026W
YGR027W-A,YGR027W-A
YGR027W-B,YGR027W-B
YGR035C,YGR035C
YGR035W-A,YGR035W-A
YGR038C-A,YGR038C-A
YGR038C-B,YGR038C-B
YGR039W,YGR039W
YGR042W,YGR042W
YGR045C,YGR045C
YGR050C,YGR050C
YGR051C,YGR051C
YGR053C,YGR053C
YGR054W,YGR054W
YGR064W,YGR064W
YGR066C,YGR066C
YGR067C,YGR067C
YGR068W-A,YGR068W-A
YGR069W,YGR069W
YGR073C,YGR073C
YGR079W,YGR079W
YGR093W,YGR093W
YGR107W,YGR107W
YGR109W-A,YGR109W-A
YGR109W-B,YGR109W-B
YGR111W,YGR111W
YGR114C,YGR114C
YGR115C,YGR115C
YGR117C,YGR117C
YGR121W-A,YGR121W-A
YGR122C-A,YGR122C-A
YGR122W,YGR122W
YGR125W,YGR125W
YGR126W,YGR126W
YGR127W,YGR127W
YGR130C,YGR130C
YGR137W,YGR137W
YGR139W,YGR139W
YGR146C-A,YGR146C-A
YGR149W,YGR149W
YGR151C,YGR151C
YGR153W,YGR153W
YGR160W,YGR160W
YGR161C-C,YGR161C-C
YGR161C-D,YGR161C-D
YGR161W-A,YGR161W-A
YGR161W-B,YGR161W-B
YGR161W-C,YGR161W-C
YGR164W,YGR164W
YGR168C,YGR168C
YGR169C-A,YGR169C-A
YGR174W-A,YGR174W-A
YGR176W,YGR176W
YGR182C,YGR182C
YGR190C,YGR190C
YGR201C,YGR201C
YGR204C-A,YGR204C-A
YGR210C,YGR210C
YGR219W,YGR219W
YGR226C,YGR226C
YGR228W,YGR228W
YGR237C,YGR237C
YGR240C-A,YGR240C-A
YGR242W,YGR242W
YGR250C,YGR250C
YGR259C,YGR259C
YGR265W,YGR265W
YGR266W,YGR266W
YGR269W,YGR269W
YGR270C-A,YGR270C-A
YGR273C,YGR273C
YGR283C,YGR283C
YGR290W,YGR290W
YGR291C,YGR291C
YGR293C,YGR293C
YGR296C-A,YGR296C-A
YGR296C-B,YGR296C-B
YHB1,YGR234W
YHC1,YLR298C
YHC3,YJL059W
YHI9,YHR029C
YHK8,YHR048W
YHL002C-A,YHL002C-A
YHL005C,YHL005C
YHL006W-A,YHL006W-A
YHL008C,YHL008C
YHL009W-A,YHL009W-A
YHL009W-B,YHL009W-B
YHL012W,YHL012W
YHL015W-A,YHL015W-A
YHL017W,YHL017W
YHL018W,YHL018W
YHL019W-A,YHL019W-A
YHL026C,YHL026C
YHL030W-A,YHL030W-A
YHL034W-A,YHL034W-A
YHL037C,YHL037C
YHL041W,YHL041W
YHL042W,YHL042W
YHL044W,YHL044W
YHL045W,YHL045W
YHL046W-A,YHL046W-A
YHL048C-A,YHL048C-A
YHL049C,YHL049C
YHL050C,YHL050C
YHL050W-A,YHL050W-A
YHM2,YMR241W
YHP1,YDR451C
YHR007C-A,YHR007C-A
YHR020W,YHR020W
YHR022C,YHR022C
YHR022C-A,YHR022C-A
YHR028W-A,YHR028W-A
YHR032C-A,YHR032C-A
YHR032W-A,YHR032W-A
YHR033W,YHR033W
YHR035W,YHR035W
YHR045W,YHR045W
YHR049C-A,YHR049C-A
YHR050W-A,YHR050W-A
YHR052W-A,YHR052W-A
YHR054C,YHR054C
YHR054W-A,YHR054W-A
YHR056W-A,YHR056W-A
YHR063W-A,YHR063W-A
YHR069C-A,YHR069C-A
YHR070C-A,YHR070C-A
YHR071C-A,YHR071C-A
YHR073C-B,YHR073C-B
YHR073W-A,YHR073W-A
YHR078W,YHR078W
YHR080C,YHR080C
YHR086W-A,YHR086W-A
YHR095W,YHR095W
YHR097C,YHR097C
YHR112C,YHR112C
YHR125W,YHR125W
YHR127W,YHR127W
YHR130C,YHR130C
YHR131C,YHR131C
YHR131W-A,YHR131W-A
YHR137C-A,YHR137C-A
YHR138C,YHR138C
YHR139C-A,YHR139C-A
YHR140W,YHR140W
YHR145C,YHR145C
YHR165W-A,YHR165W-A
YHR173C,YHR173C
YHR175W-A,YHR175W-A
YHR177W,YHR177W
YHR180C-B,YHR180C-B
YHR180W,YHR180W
YHR180W-A,YHR180W-A
YHR182C-A,YHR182C-A
YHR182W,YHR182W
YHR193C-A,YHR193C-A
YHR202W,YHR202W
YHR210C,YHR210C
YHR212C,YHR212C
YHR212W-A,YHR212W-A
YHR213W,YHR213W
YHR213W-A,YHR213W-A
YHR213W-B,YHR213W-B
YHR214C-B,YHR214C-B
YHR214C-C,YHR214C-C
YHR214C-D,YHR214C-D
YHR214C-E,YHR214C-E
YHR214W,YHR214W
YHR214W-A,YHR214W-A
YHR217C,YHR217C
YHR218W,YHR218W
YHR218W-A,YHR218W-A
YHR219C-A,YHR219C-A
YHR219W,YHR219W
YIA6,YIL006W
YIF1,YNL263C
YIG1,YPL201C
YIH1,YCR059C
YIL001W,YIL001W
YIL002W-A,YIL002W-A
YIL012W,YIL012W
YIL014C-A,YIL014C-A
YIL020C-A,YIL020C-A
YIL021C-A,YIL021C-A
YIL024C,YIL024C
YIL025C,YIL025C
YIL028W,YIL028W
YIL029C,YIL029C
YIL029W-A,YIL029W-A
YIL030W-A,YIL030W-A
YIL032C,YIL032C
YIL046W-A,YIL046W-A
YIL047C-A,YIL047C-A
YIL054W,YIL054W
YIL055C,YIL055C
YIL058W,YIL058W
YIL059C,YIL059C
YIL060W,YIL060W
YIL066W-A,YIL066W-A
YIL067C,YIL067C
YIL068W-A,YIL068W-A
YIL071W-A,YIL071W-A
YIL077C,YIL077C
YIL082W,YIL082W
YIL082W-A,YIL082W-A
YIL086C,YIL086C
YIL089W,YIL089W
YIL092W,YIL092W
YIL096C,YIL096C
YIL100C-A,YIL100C-A
YIL100W,YIL100W
YIL102C,YIL102C
YIL102C-A,YIL102C-A
YIL105W-A,YIL105W-A
YIL108W,YIL108W
YIL115W-A,YIL115W-A
YIL134C-A,YIL134C-A
YIL141W,YIL141W
YIL142C-A,YIL142C-A
YIL151C,YIL151C
YIL152W,YIL152W
YIL156W-A,YIL156W-A
YIL156W-B,YIL156W-B
YIL161W,YIL161W
YIL163C,YIL163C
YIL165C,YIL165C
YIL166C,YIL166C
YIL169C,YIL169C
YIL171W,YIL171W
YIL171W-A,YIL171W-A
YIL174W,YIL174W
YIL175W,YIL175W
YIL177C,YIL177C
YIL177W-A,YIL177W-A
YIM1,YMR152W
YIM2,YMR151W
YIP1,YGR172C
YIP3,YNL044W
YIP4,YGL198W
YIP5,YGL161C
YIR007W,YIR007W
YIR014W,YIR014W
YIR016W,YIR016W
YIR017W-A,YIR017W-A
YIR018C-A,YIR018C-A
YIR020C,YIR020C
YIR020C-B,YIR020C-B
YIR020W-A,YIR020W-A
YIR021W-A,YIR021W-A
YIR023C-A,YIR023C-A
YIR024C,YIR024C
YIR030W-A,YIR030W-A
YIR035C,YIR035C
YIR036W-A,YIR036W-A
YIR040C,YIR040C
YIR042C,YIR042C
YJL007C,YJL007C
YJL009W,YJL009W
YJL015C,YJL015C
YJL016W,YJL016W
YJL020W-A,YJL020W-A
YJL022W,YJL022W
YJL026C-A,YJL026C-A
YJL027C,YJL027C
YJL028W,YJL028W
YJL032W,YJL032W
YJL043W,YJL043W
YJL045W,YJL045W
YJL047C-A,YJL047C-A
YJL049W,YJL049W
YJL052C-A,YJL052C-A
YJL055W,YJL055W
YJL064W,YJL064W
YJL067W,YJL067W
YJL068C,YJL068C
YJL070C,YJL070C
YJL075C,YJL075C
YJL077W-A,YJL077W-A
YJL077W-B,YJL077W-B
YJL086C,YJL086C
YJL107C,YJL107C
YJL113W,YJL113W
YJL114W,YJL114W
YJL118W,YJL118W
YJL119C,YJL119C
YJL120W,YJL120W
YJL127C-B,YJL127C-B
YJL127W-A,YJL127W-A
YJL132W,YJL132W
YJL133C-A,YJL133C-A
YJL135W,YJL135W
YJL136W-A,YJL136W-A
YJL142C,YJL142C
YJL144W,YJL144W
YJL147C,YJL147C
YJL150W,YJL150W
YJL152W,YJL152W
YJL156W-A,YJL156W-A
YJL160C,YJL160C
YJL163C,YJL163C
YJL169W,YJL169W
YJL171C,YJL171C
YJL175W,YJL175W
YJL181W,YJL181W
YJL182C,YJL182C
YJL193W,YJL193W
YJL195C,YJL195C
YJL197C-A,YJL197C-A
YJL199C,YJL199C
YJL202C,YJL202C
YJL206C,YJL206C
YJL211C,YJL211C
YJL213W,YJL213W
YJL215C,YJL215C
YJL218W,YJL218W
YJL220W,YJL220W
YJL222W-A,YJL222W-A
YJL222W-B,YJL222W-B
YJL225C,YJL225C
YJL225W-A,YJL225W-A
YJR003C,YJR003C
YJR005C-A,YJR005C-A
YJR011C,YJR011C
YJR012C,YJR012C
YJR015W,YJR015W
YJR018W,YJR018W
YJR020W,YJR020W
YJR023C,YJR023C
YJR026W,YJR026W
YJR027W,YJR027W
YJR028W,YJR028W
YJR029W,YJR029W
YJR030C,YJR030C
YJR037W,YJR037W
YJR038C,YJR038C
YJR039W,YJR039W
YJR056C,YJR056C
YJR061W,YJR061W
YJR071W,YJR071W
YJR079W,YJR079W
YJR085C,YJR085C
YJR087W,YJR087W
YJR096W,YJR096W
YJR098C,YJR098C
YJR107W,YJR107W
YJR111C,YJR111C
YJR112W-A,YJR112W-A
YJR114W,YJR114W
YJR115W,YJR115W
YJR120W,YJR120W
YJR124C,YJR124C
YJR128W,YJR128W
YJR129C,YJR129C
YJR140W-A,YJR140W-A
YJR141W,YJR141W
YJR142W,YJR142W
YJR146W,YJR146W
YJR149W,YJR149W
YJR151W-A,YJR151W-A
YJR154W,YJR154W
YJR157W,YJR157W
YJR162C,YJR162C
YJU2,YKL095W
YJU3,YKL094W
YKE2,YLR200W
YKE4,YIL023C
YKL018C-A,YKL018C-A
YKL023C-A,YKL023C-A
YKL023W,YKL023W
YKL030W,YKL030W
YKL031W,YKL031W
YKL033W-A,YKL033W-A
YKL036C,YKL036C
YKL044W,YKL044W
YKL050C,YKL050C
YKL053W,YKL053W
YKL063C,YKL063C
YKL065W-A,YKL065W-A
YKL066W,YKL066W
YKL068W-A,YKL068W-A
YKL069W,YKL069W
YKL070W,YKL070W
YKL071W,YKL071W
YKL075C,YKL075C
YKL076C,YKL076C
YKL077W,YKL077W
YKL083W,YKL083W
YKL091C,YKL091C
YKL096C-B,YKL096C-B
YKL097C,YKL097C
YKL100C,YKL100C
YKL100W-A,YKL100W-A
YKL102C,YKL102C
YKL106C-A,YKL106C-A
YKL107W,YKL107W
YKL111C,YKL111C
YKL115C,YKL115C
YKL118W,YKL118W
YKL123W,YKL123W
YKL131W,YKL131W
YKL133C,YKL133C
YKL136W,YKL136W
YKL145W-A,YKL145W-A
YKL147C,YKL147C
YKL151C,YKL151C
YKL153W,YKL153W
YKL156C-A,YKL156C-A
YKL162C,YKL162C
YKL162C-A,YKL162C-A
YKL165C-A,YKL165C-A
YKL169C,YKL169C
YKL177W,YKL177W
YKL183C-A,YKL183C-A
YKL202W,YKL202W
YKL222C,YKL222C
YKL223W,YKL223W
YKL225W,YKL225W
YKR005C,YKR005C
YKR011C,YKR011C
YKR012C,YKR012C
YKR015C,YKR015C
YKR018C,YKR018C
YKR023W,YKR023W
YKR032W,YKR032W
YKR033C,YKR033C
YKR035C,YKR035C
YKR040C,YKR040C
YKR041W,YKR041W
YKR045C,YKR045C
YKR047W,YKR047W
YKR051W,YKR051W
YKR070W,YKR070W
YKR073C,YKR073C
YKR075C,YKR075C
YKR075W-A,YKR075W-A
YKR078W,YKR078W
YKR104W,YKR104W
YKT6,YKL196C
YKU70,YMR284W
YKU80,YMR106C
YLF2,YHL014C
YLH47,YPR125W
YLL006W-A,YLL006W-A
YLL007C,YLL007C
YLL017W,YLL017W
YLL019W-A,YLL019W-A
YLL020C,YLL020C
YLL030C,YLL030C
YLL032C,YLL032C
YLL037W,YLL037W
YLL044W,YLL044W
YLL047W,YLL047W
YLL053C,YLL053C
YLL054C,YLL054C
YLL056C,YLL056C
YLL058W,YLL058W
YLL059C,YLL059C
YLL065W,YLL065W
YLL066C,YLL066C
YLL066W-A,YLL066W-A
YLL066W-B,YLL066W-B
YLL067C,YLL067C
YLL067W-A,YLL067W-A
YLR001C,YLR001C
YLR012C,YLR012C
YLR030W,YLR030W
YLR031W,YLR031W
YLR035C-A,YLR035C-A
YLR036C,YLR036C
YLR040C,YLR040C
YLR041W,YLR041W
YLR042C,YLR042C
YLR046C,YLR046C
YLR049C,YLR049C
YLR050C,YLR050C
YLR053C,YLR053C
YLR063W,YLR063W
YLR072W,YLR072W
YLR076C,YLR076C
YLR101C,YLR101C
YLR108C,YLR108C
YLR111W,YLR111W
YLR112W,YLR112W
YLR118C,YLR118C
YLR120W-A,YLR120W-A
YLR122C,YLR122C
YLR123C,YLR123C
YLR124W,YLR124W
YLR125W,YLR125W
YLR126C,YLR126C
YLR140W,YLR140W
YLR146W-A,YLR146W-A
YLR149C,YLR149C
YLR149C-A,YLR149C-A
YLR152C,YLR152C
YLR154C-G,YLR154C-G
YLR154C-H,YLR154C-H
YLR154W-A,YLR154W-A
YLR154W-B,YLR154W-B
YLR154W-E,YLR154W-E
YLR154W-F,YLR154W-F
YLR156C-A,YLR156C-A
YLR156W,YLR156W
YLR157C-A,YLR157C-A
YLR157C-B,YLR157C-B
YLR157C-C,YLR157C-C
YLR157W-D,YLR157W-D
YLR157W-E,YLR157W-E
YLR159C-A,YLR159C-A
YLR159W,YLR159W
YLR161W,YLR161W
YLR162W,YLR162W
YLR163W-A,YLR163W-A
YLR169W,YLR169W
YLR171W,YLR171W
YLR173W,YLR173W
YLR177W,YLR177W
YLR179C,YLR179C
YLR184W,YLR184W
YLR194C,YLR194C
YLR198C,YLR198C
YLR202C,YLR202C
YLR211C,YLR211C
YLR217W,YLR217W
YLR222C-A,YLR222C-A
YLR224W,YLR224W
YLR225C,YLR225C
YLR227W-A,YLR227W-A
YLR227W-B,YLR227W-B
YLR230W,YLR230W
YLR232W,YLR232W
YLR235C,YLR235C
YLR236C,YLR236C
YLR241W,YLR241W
YLR252W,YLR252W
YLR253W,YLR253W
YLR255C,YLR255C
YLR256W-A,YLR256W-A
YLR257W,YLR257W
YLR264C-A,YLR264C-A
YLR269C,YLR269C
YLR271W,YLR271W
YLR278C,YLR278C
YLR279W,YLR279W
YLR280C,YLR280C
YLR281C,YLR281C
YLR282C,YLR282C
YLR283W,YLR283W
YLR285C-A,YLR285C-A
YLR286W-A,YLR286W-A
YLR287C,YLR287C
YLR290C,YLR290C
YLR294C,YLR294C
YLR296W,YLR296W
YLR297W,YLR297W
YLR299C-A,YLR299C-A
YLR302C,YLR302C
YLR307C-A,YLR307C-A
YLR311C,YLR311C
YLR312C,YLR312C
YLR317W,YLR317W
YLR326W,YLR326W
YLR331C,YLR331C
YLR334C,YLR334C
YLR338W,YLR338W
YLR339C,YLR339C
YLR342W-A,YLR342W-A
YLR345W,YLR345W
YLR346C,YLR346C
YLR347W-A,YLR347W-A
YLR349W,YLR349W
YLR352W,YLR352W
YLR358C,YLR358C
YLR361C-A,YLR361C-A
YLR363W-A,YLR363W-A
YLR364C-A,YLR364C-A
YLR365W,YLR365W
YLR366W,YLR366W
YLR374C,YLR374C
YLR379W,YLR379W
YLR399W-A,YLR399W-A
YLR400W,YLR400W
YLR402W,YLR402W
YLR406C-A,YLR406C-A
YLR407W,YLR407W
YLR410W-A,YLR410W-A
YLR410W-B,YLR410W-B
YLR412C-A,YLR412C-A
YLR413W,YLR413W
YLR415C,YLR415C
YLR416C,YLR416C
YLR419W,YLR419W
YLR422W,YLR422W
YLR428C,YLR428C
YLR434C,YLR434C
YLR437C-A,YLR437C-A
YLR444C,YLR444C
YLR446W,YLR446W
YLR455W,YLR455W
YLR456W,YLR456W
YLR458W,YLR458W
YLR460C,YLR460C
YLR462W,YLR462W
YLR463C,YLR463C
YLR464W,YLR464W
YLR465C,YLR465C
YLR466C-A,YLR466C-A
YLR466C-B,YLR466C-B
YLR467C-A,YLR467C-A
YMC1,YPR058W
YMC2,YBR104W
YMD8,YML038C
YME1,YPR024W
YME2,YMR302C
YML002W,YML002W
YML003W,YML003W
YML007C-A,YML007C-A
YML009C-A,YML009C-A
YML009W-B,YML009W-B
YML012C-A,YML012C-A
YML018C,YML018C
YML020W,YML020W
YML031C-A,YML031C-A
YML034C-A,YML034C-A
YML037C,YML037C
YML039W,YML039W
YML040W,YML040W
YML045W,YML045W
YML045W-A,YML045W-A
YML047W-A,YML047W-A
YML053C,YML053C
YML054C-A,YML054C-A
YML057C-A,YML057C-A
YML079W,YML079W
YML082W,YML082W
YML083C,YML083C
YML084W,YML084W
YML089C,YML089C
YML090W,YML090W
YML094C-A,YML094C-A
YML096W,YML096W
YML099W-A,YML099W-A
YML100W-A,YML100W-A
YML101C-A,YML101C-A
YML108W,YML108W
YML116W-A,YML116W-A
YML119W,YML119W
YML122C,YML122C
YML131W,YML131W
YML133C,YML133C
YML133W-A,YML133W-A
YML133W-B,YML133W-B
YML6,YML025C
YMR001C-A,YMR001C-A
YMR007W,YMR007W
YMR010W,YMR010W
YMR013C-A,YMR013C-A
YMR013W-A,YMR013W-A
YMR018W,YMR018W
YMR027W,YMR027W
YMR030W-A,YMR030W-A
YMR031W-A,YMR031W-A
YMR034C,YMR034C
YMR045C,YMR045C
YMR046C,YMR046C
YMR046W-A,YMR046W-A
YMR050C,YMR050C
YMR051C,YMR051C
YMR052C-A,YMR052C-A
YMR057C,YMR057C
YMR074C,YMR074C
YMR075C-A,YMR075C-A
YMR082C,YMR082C
YMR084W,YMR084W
YMR085W,YMR085W
YMR086C-A,YMR086C-A
YMR087W,YMR087W
YMR090W,YMR090W
